SpecialAttributeID,AttributeLevel,FeatureExtractionProbability,WhetherTheInfluenceLevelLimit,SimpleDescription,ShortKnifeType07,LongKnifeType08,DaggerTypes09,SwordType10,BowType11,CrossbowType12,ArrowTypes13,VectorType14,LongRodType15,TheWandType16,ScepterType17,LongGeType18,SpearType19,SocialType20,HatchetType21,ShortGeType22,ShortStickType23,ShortHammerType24,HelmetType25,ArmorType26,ShieldType27,BootsType28,NecklaceType29,RingType30,WristType31,BeltType32,AttributeID,IfPer,ModifiedValue1MIN,ModifiedValue1MAX,ModifiedValue2MIN,ModifiedValue2MAX,ModifiedValue3MIN,ModifiedValue3MAX,ModifiedValue4MIN,ModifiedValue4MAX,ModifiedValue5MIN,ModifiedValue5MAX,ModifiedValue6MIN,ModifiedValue6MAX,ModifiedValue7MIN,ModifiedValue7MAX,ModifiedValue8MIN,ModifiedValue8MAX,ModifiedValue9MIN,ModifiedValue9MAX,PriceCorrectionRate,SubAttribute1,SubAttribute2,SubAttribute3,SubAttribute4,SubAttribute5,GemType0,TypeOfWood1,OreTypes2,AnimalBoneType3,SkinType4,AnimalTendonType5,MitreTypes33,RobeType34,WhetherTheGoldProperty
Tironskin_80,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,9,16,17,24,25,32,33,40,41,48,49,56,57,64,65,72,73,80,30,,,,,,,,,,,,,,
Tironskin_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,6,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,46,50,30,,,,,,,,,,,,,,
Tironskin_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Tironskin_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,30,,,,,,,,,,,,,,
Uapreduce_30,5,100,,减少物理伤害,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tapreduce_30,,,,,,,,,,,,,
Uapreduce_20,5,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Tapreduce_20,,,,,,,,,,,,,
Uapreduce_10,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tapreduce_10,,,,,,,,,,,,,
Tapreduce_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,50,,,,,,,,,,,,,,
Tapreduce_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,50,,,,,,,,,,,,,,
Tapreduce_10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,50,,,,,,,,,,,,,,
Umapreduce_30,5,100,,减少魔法伤害,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmapreduce_30,,,,,,,,,,,,,
Umapreduce_20,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmapreduce_20,,,,,,,,,,,,,
Umapreduce_10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmapreduce_10,,,,,,,,,,,,,
Tmapreduce_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,50,,,,,,,,,,,,,,
Tmapreduce_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,50,,,,,,,,,,,,,,
Tmapreduce_10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,50,,,,,,,,,,,,,,
Umapx1_100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min_100,Tmap1max_100,Tstun_40,,,,,,,,,,,
Umapx1_80,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min_80,Tmap1max_80,Tstun_40,,,,,,,,,,,
Umapx1_60,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min_60,Tmap1max_60,Tstun_40,,,,,,,,,,,
Umapx1_50,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min_50,Tmap1max_50,Tstun_40,,,,,,,,,,,
Umapx1_40,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min_40,Tmap1max_40,Tstun_40,,,,,,,,,,,
Umapx1_30,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min_30,Tmap1max_30,Tstun_40,,,,,,,,,,,
Umapx1_40a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min_40,Tmap1max_40,Tstun_20,,,,,,,,,,,
Umapx1_30a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min_30,Tmap1max_30,Tstun_20,,,,,,,,,,,
Tstun_60,,,1,眩晕攻击,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,6,12,13,18,19,24,25,30,31,36,37,42,43,48,49,54,55,60,30,,,,,,,,,,,,,,
Tstun_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,4,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,30,,,,,,,,,,,,,,
Tstun_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,3,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Tstun_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,30,,,,,,,,,,,,,,
Umapx2_100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min_100,Tmap2max_100,Tpoison_40,,,,,,,,,,,
Umapx2_80,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min_80,Tmap2max_80,Tpoison_40,,,,,,,,,,,
Umapx2_60,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min_60,Tmap2max_60,Tpoison_40,,,,,,,,,,,
Umapx2_50,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min_50,Tmap2max_50,Tpoison_40,,,,,,,,,,,
Umapx2_40,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min_40,Tmap2max_40,Tpoison_40,,,,,,,,,,,
Umapx2_30,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min_30,Tmap2max_30,Tpoison_40,,,,,,,,,,,
Umapx2_40a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min_40,Tmap2max_40,Tpoison_20,,,,,,,,,,,
Umapx2_30a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min_30,Tmap2max_30,Tpoison_20,,,,,,,,,,,
Tpoison_60,,,1,中毒攻击,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,6,12,13,18,19,24,25,30,31,36,37,42,43,48,49,54,55,60,30,,,,,,,,,,,,,,
Tpoison_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,4,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,30,,,,,,,,,,,,,,
Tpoison_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,3,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Tpoison_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,30,,,,,,,,,,,,,,
Umapx3_100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min_100,Tmap3max_100,Tfreeze_40,,,,,,,,,,,
Umapx3_80,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min_80,Tmap3max_80,Tfreeze_40,,,,,,,,,,,
Umapx3_60,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min_60,Tmap3max_60,Tfreeze_40,,,,,,,,,,,
Umapx3_50,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min_50,Tmap3max_50,Tfreeze_40,,,,,,,,,,,
Umapx3_40,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min_40,Tmap3max_40,Tfreeze_40,,,,,,,,,,,
Umapx3_30,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min_30,Tmap3max_30,Tfreeze_40,,,,,,,,,,,
Umapx3_40a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min_40,Tmap3max_40,Tfreeze_20,,,,,,,,,,,
Umapx3_30a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min_30,Tmap3max_30,Tfreeze_20,,,,,,,,,,,
Tfreeze_60,,,1,冰冻攻击,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,6,12,13,18,19,24,25,30,31,36,37,42,43,48,49,54,55,60,30,,,,,,,,,,,,,,
Tfreeze_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,4,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,30,,,,,,,,,,,,,,
Tfreeze_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,3,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Tfreeze_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,30,,,,,,,,,,,,,,
Umapx4_100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_100,Tmap4max_100,Tblind_40,,,,,,,,,,,
Umapx4_80,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_80,Tmap4max_80,Tblind_40,,,,,,,,,,,
Umapx4_60,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_60,Tmap4max_60,Tblind_40,,,,,,,,,,,
Umapx4_50,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_50,Tmap4max_50,Tblind_40,,,,,,,,,,,
Umapx4_40,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_40,Tmap4max_40,Tblind_40,,,,,,,,,,,
Umapx4_30,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_30,Tmap4max_30,Tblind_40,,,,,,,,,,,
Umapx4_40a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_40,Tmap4max_40,Tblind_20,,,,,,,,,,,
Umapx4_30a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_30,Tmap4max_30,Tblind_20,,,,,,,,,,,
Tblind_60,,,1,失明攻击,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,6,12,13,18,19,24,25,30,31,36,37,42,43,48,49,54,55,60,30,,,,,,,,,,,,,,
Tblind_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,4,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,30,,,,,,,,,,,,,,
Tblind_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,3,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Tblind_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,30,,,,,,,,,,,,,,
Umapx5_100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_100,Tmap5max_100,Tstone_40,,,,,,,,,,,
Umapx5_80,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_80,Tmap5max_80,Tstone_40,,,,,,,,,,,
Umapx5_60,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_60,Tmap5max_60,Tstone_40,,,,,,,,,,,
Umapx5_50,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_50,Tmap5max_50,Tstone_40,,,,,,,,,,,
Umapx5_40,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_40,Tmap5max_40,Tstone_40,,,,,,,,,,,
Umapx5_30,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_30,Tmap5max_30,Tstone_40,,,,,,,,,,,
Umapx5_40a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_40,Tmap5max_40,Tstone_20,,,,,,,,,,,
Umapx5_30a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_30,Tmap5max_30,Tstone_20,,,,,,,,,,,
Tstone_60,,,1,石化攻击,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,6,12,13,18,19,24,25,30,31,36,37,42,43,48,49,54,55,60,30,,,,,,,,,,,,,,
Tstone_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,4,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,30,,,,,,,,,,,,,,
Tstone_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,3,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Tstone_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,30,,,,,,,,,,,,,,
Tstunimmune_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,20,36,37,44,45,52,53,60,61,68,69,76,77,84,85,92,93,100,30,,,,,,,,,,,,,,
Tstunimmune_70,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,25,30,31,35,36,40,41,45,46,50,51,55,56,60,61,65,66,70,30,,,,,,,,,,,,,,
Tstunimmune_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,10,18,19,22,23,26,27,30,31,34,35,38,39,42,43,46,47,50,30,,,,,,,,,,,,,,
Tstunimmune_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,6,10,12,13,14,15,16,18,19,20,21,23,24,25,26,28,29,30,30,,,,,,,,,,,,,,
Tpoisonimmune_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,20,36,37,44,45,52,53,60,61,68,69,76,77,84,85,92,93,100,30,,,,,,,,,,,,,,
Tpoisonimmune_70,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,25,30,31,35,36,40,41,45,46,50,51,55,56,60,61,65,66,70,30,,,,,,,,,,,,,,
Tpoisonimmune_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,10,18,19,22,23,26,27,30,31,34,35,38,39,42,43,46,47,50,30,,,,,,,,,,,,,,
Tpoisonimmune_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,6,10,12,13,14,15,16,18,19,20,21,23,24,25,26,28,29,30,30,,,,,,,,,,,,,,
Tfreezeimmune_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,20,36,37,44,45,52,53,60,61,68,69,76,77,84,85,92,93,100,30,,,,,,,,,,,,,,
Tfreezeimmune_70,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,25,30,31,35,36,40,41,45,46,50,51,55,56,60,61,65,66,70,30,,,,,,,,,,,,,,
Tfreezeimmune_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,10,18,19,22,23,26,27,30,31,34,35,38,39,42,43,46,47,50,30,,,,,,,,,,,,,,
Tfreezeimmune_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,6,10,12,13,14,15,16,18,19,20,21,23,24,25,26,28,29,30,30,,,,,,,,,,,,,,
Tblindimmune_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,20,36,37,44,45,52,53,60,61,68,69,76,77,84,85,92,93,100,30,,,,,,,,,,,,,,
Tblindimmune_70,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,25,30,31,35,36,40,41,45,46,50,51,55,56,60,61,65,66,70,30,,,,,,,,,,,,,,
Tblindimmune_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,10,18,19,22,23,26,27,30,31,34,35,38,39,42,43,46,47,50,30,,,,,,,,,,,,,,
Tblindimmune_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,6,10,12,13,14,15,16,18,19,20,21,23,24,25,26,28,29,30,30,,,,,,,,,,,,,,
Tstoneimmune_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,20,36,37,44,45,52,53,60,61,68,69,76,77,84,85,92,93,100,30,,,,,,,,,,,,,,
Tstoneimmune_70,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,25,30,31,35,36,40,41,45,46,50,51,55,56,60,61,65,66,70,30,,,,,,,,,,,,,,
Tstoneimmune_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,10,18,19,22,23,26,27,30,31,34,35,38,39,42,43,46,47,50,30,,,,,,,,,,,,,,
Tstoneimmune_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,6,10,12,13,14,15,16,18,19,20,21,23,24,25,26,28,29,30,30,,,,,,,,,,,,,,
Tconfuseimmune_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,20,36,37,44,45,52,53,60,61,68,69,76,77,84,85,92,93,100,30,,,,,,,,,,,,,,
Tconfuseimmune_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,10,18,19,22,23,26,27,30,31,34,35,38,39,42,43,46,47,50,30,,,,,,,,,,,,,,
Tconfuseimmune_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,6,10,12,13,14,15,16,18,19,20,21,23,24,25,26,28,29,30,30,,,,,,,,,,,,,,
Tspecialimmune_70,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,25,30,31,35,36,40,41,45,46,50,51,55,56,60,61,65,66,70,30,,,,,,,,,,,,,,
Uconfuse_50,1,100,,溃散攻击,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tconfuse_50,,,,,,,,,,,,,
Uconfuse_30,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tconfuse_30,,,,,,,,,,,,,
Uconfuse_20,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tconfuse_20,,,,,,,,,,,,,
Tconfuse_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,6,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,46,50,30,,,,,,,,,,,,,,
Tconfuse_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Tconfuse_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,30,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝石特性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ugemapdp,1,10,,低级宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemapmin,Tgemapmax,Tgemdp,,,,,,,,,,,
Tgemapmin,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,1,2,3,4,4,5,6,7,8,9,9,10,11,12,12,13,14,15,20,,,,,,,,,,,,,,
Tgemapmax,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,20,,,,,,,,,,,,,,
Tgemdp,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,4,8,9,14,15,22,23,30,31,38,39,46,47,54,55,62,63,70,30,,,,,,,,,,,,,,
Ugemstr,1,100,,增加力量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstr,,,,,1,,,,,,,,
Tgemstr,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,20,,,,,,,,,,,,,,
Ugemcon,1,100,,增加体质,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemcon,,,,,1,,,,,,,,
Tgemcon,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,20,,,,,,,,,,,,,,
Ugemdex,1,100,,增加敏捷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemdex,,,,,1,,,,,,,,
Tgemdex,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,20,,,,,,,,,,,,,,
Ugemwis,1,100,,增加智慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemwis,,,,,1,,,,,,,,
Tgemwis,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,20,,,,,,,,,,,,,,
Ugemsavvy,1,50,,增加悟性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemsavvy,,,,,1,,,,,,,,
Tgemsavvy,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Ugemcharm,1,50,,增加魅力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemcharm,,,,,1,,,,,,,,
Tgemcharm,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Ugemhpmax,1,100,,增加生命最大值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemhpmax,,,,,1,,,,,,,,
Tgemhpmax,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,11,20,21,30,31,40,41,50,51,60,61,70,71,80,81,90,91,100,20,,,,,,,,,,,,,,
Ugemmpmax,1,100,,增加精气最大值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemmpmax,,,,,1,,,,,,,,
Tgemmpmax,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,11,20,21,30,31,40,41,50,51,60,61,70,71,80,81,90,91,100,20,,,,,,,,,,,,,,
Ugemsr,1,100,,增加命中率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemsr,,,,,1,,,,,,,,
Tgemsr,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,25,48,49,72,73,96,97,120,121,144,145,168,169,192,193,216,217,240,15,,,,,,,,,,,,,,
Ugemhr,1,100,,增加闪避率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemhr,,,,,1,,,,,,,,
Tgemhr,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,17,32,33,48,49,64,65,80,81,96,97,112,113,128,129,144,145,160,15,,,,,,,,,,,,,,
Ugemduration,1,80,,耐久度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemduration,,,,,1,,,,,,,,
Tgemduration,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0,30,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,,,,,,,,,,,,,,
Ugemstrreq,5,30,,力量需求,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemstrreq,,,,,1,,,,,,,,
Tgemstrreq,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,0,-52,-41,-58,-53,-64,-59,-70,-65,-76,-71,-82,-77,-88,-83,-94,-89,-100,-95,10,,,,,,,,,,,,,,
Ugemconreq,5,30,,体质需求,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemconreq,,,,,1,,,,,,,,
Tgemconreq,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0,-52,-41,-58,-53,-64,-59,-70,-65,-76,-71,-82,-77,-88,-83,-94,-89,-100,-95,10,,,,,,,,,,,,,,
Ugemdexreq,5,30,,敏捷需求,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tgemdexreq,,,,,1,,,,,,,,
Tgemdexreq,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,0,-52,-41,-58,-53,-64,-59,-70,-65,-76,-71,-82,-77,-88,-83,-94,-89,-100,-95,10,,,,,,,,,,,,,,
