级别,名称,别名,道具类型,文字介绍ID,基准价格,重量,速度(1-5),唯一,等级限制,力量限制,敏捷限制,体质限制,攻击力小,攻击力大,防御力小,防御力大,耐久度小,耐久度大,最小特性数,最大特性数,抽取特性类型1,类型1概率,抽取特性类型2,类型2概率,抽取特性类型3,类型3概率,抽取特性类型4,类型4概率,抽取特性类型5,类型5概率,道具栏图片ID,地面图片ID,游侠,力士,刺客,术士,巫师,名称ID,五行属性,五行攻击,五行攻击MAX,五行防御,五行防御MAX,相生特性,镶嵌宝石数量,相生属性出现几率,五行属性出现几率
4,皮棉甲,pimianjia1,26,1511,560,10,,Y,1,,,,,,55,70,12,16,0,0,Unique26_4a,0,,,,,,,,,3928,weapon_sword_ancient_angel_new,CA_001*TK_001*LA_001*RA_001*LE_009*RE_009,CA_002*TK_002*LA_002*RA_002*LE_001*RE_001,CA_002*TK_002*LA_001*RA_001*LE_001*RE_001,CA_002*TK_002*LA_002*RA_002*LE_002*RE_002,CA_002*LA_002*LE_002*RA_002*RE_002*TK_002,342,,,,,,,2,0,0
4,普通铁甲,putongtiejia1,26,1514,770,15,,Y,1,,,,,,73,115,16,24,0,0,Unique26_4b,0,,,,,,,,,3929,weapon_sword_ancient_angel_new,CA_001*TK_003*LA_001*RA_001*LE_009*RE_009,CA_003*TK_003*LA_003*RA_003*LE_002*RE_002,CA_002*TK_003*LA_002*RA_002*LE_002*RE_002,CA_002*TK_002*LA_002*RA_002*LE_002*RE_002,CA_001*LA_002*LE_002*RA_002*RE_002*TK_003,343,,,,,,,1,0,0
5,青铜战甲,qingtongzhanjia1,26,1515,990,17,,Y,1,,,,,,94,142,14,18,0,0,Unique26_5a,0,,,,,,,,,3930,weapon_sword_ancient_angel_new,CA_002*TK_002*LA_001*RA_001*LE_009*RE_009,CA_003*TK_003*LA_002*RA_002*LE_002*RE_002,CA_002*TK_003*LA_002*RA_002*LE_003*RE_003,CA_001*TK_002*LA_003*RA_003*LE_002*RE_002,CA_001*LA_003*LE_002*RA_003*RE_002*TK_003,344,,,,,,,1,0,0
6,犀甲,xijia1,26,1512,1008,12,,Y,1,,,,,,70,86,15,24,0,0,Unique26_6a,0,,,,,,,,,3931,weapon_sword_ancient_angel_new,CA_001*TK_001*LA_001*RA_001*LE_002*RE_002,CA_002*TK_002*LA_003*RA_003*LE_002*RE_002,CA_002*TK_002*LA_001*RA_001*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_002*LA_002*LE_003*RA_002*RE_003*TK_002,345,,,,,,,2,0,0
9,神兽甲,shenshoujia,26,1535,1400,25,,Y,43,250,,200,,,30,30,35,35,0,0,Unique26_shenshou,100,,,,,,,,,3937,weapon_sword_ancient_angel_new,CA_002*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*LA_003*LE_003*RA_003*RE_003*TK_003,351,4,,,60,60,Tapreduce_20u,1,100,0
1,测试,test26_1,26,1509,88,4,,Y,1,,,,,,10,18,10,14,0,0,Unique26_1a,0,Tcon_80u,100,,,,,,,3924,weapon_sword_ancient_angel_new,CA_009*TK_009*LA_009*RA_009*LE_009*RE_009,CA_001*TK_001*LA_001*RA_001*LE_001*RE_001,CA_001*TK_001*LA_002*RA_002*LE_002*RE_002,CA_003*TK_002*LA_002*RA_002*LE_003*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,338,1,,,10,10,Tcon_80u,1,100,0
1,测试,test26_2,26,1509,88,4,,Y,1,,,180,,,10,18,10,14,0,0,Unique26_1a,0,Tcon_80u,100,,,,,,,3924,weapon_sword_ancient_angel_new,CA_009*TK_009*LA_009*RA_009*LE_009*RE_009,CA_001*TK_001*LA_001*RA_001*LE_001*RE_001,CA_001*TK_001*LA_002*RA_002*LE_002*RE_002,CA_003*TK_002*LA_002*RA_002*LE_003*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,338,1,,,10,10,Tcon_80u,1,100,0
1,盔甲,26_1,26,2075,10,2,,Y,1,30,,20,,,20,28,12,20,0,2,,,,,,,,,,,3924,weapon_sword_ancient_angel_new,CA_009*TK_009*LA_009*RA_009*LE_009*RE_009,CA_001*TK_001*LA_001*RA_001*LE_001*RE_001,CA_001*TK_001*LA_001*RA_001*LE_001*RE_001,CA_001*TK_001*LA_000*RA_000*LE_000*RE_000,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,337,1,,,14,18,,1,0,100
2,盔甲,26_2,26,2075,20,4,,Y,5,45,,30,,,30,42,12,20,0,2,,,,,,,,,,,3925,weapon_sword_ancient_angel_new,CA_009*TK_001*LA_009*RA_009*LE_009*RE_009,CA_001*TK_002*LA_001*RA_001*LE_001*RE_001,CA_001*TK_001*LA_002*RA_002*LE_002*RE_002,CA_002*TK_001*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_000*RA_001*RE_000*TK_001,337,1,,,24,30,,1,0,100
3,盔甲,26_3,26,2075,30,6,,Y,9,60,,40,,,40,56,12,20,0,2,,,,,,,,,,,3927,weapon_sword_ancient_angel_new,CA_001*TK_002*LA_001*RA_001*LE_009*RE_009,CA_003*TK_003*LA_002*RA_002*LE_002*RE_002,CA_002*TK_003*LA_001*RA_001*LE_002*RE_002,CA_001*TK_002*LA_002*RA_002*LE_002*RE_002,CA_001*LA_001*LE_002*RA_001*RE_002*TK_003,337,1,,,34,42,,1,0,100
4,盔甲,26_4,26,2075,40,8,,Y,13,75,,50,,,50,70,12,20,0,2,,,,,,,,,,,3928,weapon_sword_ancient_angel_new,CA_001*TK_001*LA_001*RA_001*LE_009*RE_009,CA_002*TK_002*LA_002*RA_002*LE_001*RE_001,CA_002*TK_002*LA_001*RA_001*LE_001*RE_001,CA_002*TK_002*LA_002*RA_002*LE_002*RE_002,CA_002*LA_002*LE_002*RA_002*RE_002*TK_002,337,1,,,44,54,,1,0,100
5,盔甲,26_5,26,2075,50,10,,Y,17,90,,60,,,60,84,12,20,0,2,,,,,,,,,,,3930,weapon_sword_ancient_angel_new,CA_002*TK_002*LA_001*RA_001*LE_009*RE_009,CA_003*TK_003*LA_002*RA_002*LE_002*RE_002,CA_002*TK_003*LA_002*RA_002*LE_003*RE_003,CA_001*TK_002*LA_003*RA_003*LE_002*RE_002,CA_001*LA_003*LE_002*RA_003*RE_002*TK_003,337,1,,,54,66,,1,0,100
6,盔甲,26_6,26,2075,60,12,,Y,21,105,,70,,,70,98,12,20,0,2,,,,,,,,,,,3932,weapon_sword_ancient_angel_new,CA_001*TK_001*LA_001*RA_001*LE_002*RE_002,CA_002*TK_002*LA_003*RA_003*LE_002*RE_002,CA_002*TK_002*LA_001*RA_001*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_002*LA_002*LE_003*RA_002*RE_003*TK_002,337,1,,,64,78,,1,0,100
7,盔甲,26_7,26,2075,70,14,,Y,25,120,,80,,,80,112,12,20,0,2,,,,,,,,,,,3933,weapon_sword_ancient_angel_new,CA_003*TK_002*LA_002*RA_002*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_002*RE_002,CA_003*TK_003*LA_001*RA_001*LE_001*RE_001,CA_002*TK_002*LA_003*RA_003*LE_002*RE_002,CA_003*LA_002*LE_002*RA_002*RE_002*TK_003,337,1,,,74,90,,1,0,100
8,盔甲,26_8,26,2075,80,16,,Y,29,135,,90,,,90,126,12,20,0,2,,,,,,,,,,,3934,weapon_sword_ancient_angel_new,CA_002*TK_002*LA_002*RA_002*LE_003*RE_003,CA_003*TK_003*LA_003*RA_003*LE_002*RE_002,CA_003*TK_003*LA_002*RA_002*LE_002*RE_002,CA_003*TK_002*LA_002*RA_002*LE_002*RE_002,CA_003*LA_003*LE_002*RA_003*RE_002*TK_003,337,1,,,84,102,,1,0,100
9,盔甲,26_9,26,2075,90,18,,Y,33,150,,100,,,100,140,12,20,0,2,,,,,,,,,,,3936,weapon_sword_ancient_angel_new,CA_002*TK_003*LA_003*RA_003*LE_001*RE_001,CA_003*TK_003*LA_003*RA_003*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*TK_003*LA_002*RA_002*LE_003*RE_003,CA_003*LA_002*LE_003*RA_002*RE_003*TK_003,337,1,,,94,114,,1,0,100
1,木盾,mudun,27,1519,72,3,,N,1,,,,,,6,8,8,10,0,5,Unique27_1a,0,Tmpregen%_40,15,,,,,,,3944,weapon_sword_ancient_angel_new,SD_003_001,,,,,353,2,,,13,25,Tmpmax_300,1,20,10
2,虎头木盾,hutoumudun,27,1520,164,5,,N,5,45,,,,,12,20,8,12,0,5,Unique27_2a,0,Tdex_40,20,,,,,,,3945,weapon_sword_ancient_angel_new,SD_003_001,,,,,354,4,,,44,64,Tsr%_40,1,20,20
3,云松盾,yunsongdun,27,1521,270,6,,N,9,70,,50,,,32,40,10,14,1,5,Unique27_3a,0,,,,,,,,,3946,weapon_sword_ancient_angel_new,SD_003_001,,,,,355,5,,,22,45,Tcon_60,2,25,0
4,皮盾,pidun,27,1522,410,7,,N,14,65,,,,,17,32,10,18,0,6,Unique27_4a,0,,,,,,,,,3947,weapon_sword_ancient_angel_new,SD_002_001,,,,,356,3,,,34,67,Tdex_60,2,30,35
5,青铜盾,qingtongdun,27,1524,702,12,,N,20,100,,110,,,54,70,9,12,1,6,Unique27_5a,0,,,,,,,,,3948,weapon_sword_ancient_angel_new,SD_003_001,,,,,357,1,,,61,113,Tdp_300,1,20,0
6,巴蜀藤盾,bashutengdun,27,1523,728,5,,N,24,65,,80,,,30,45,10,16,0,6,Unique27_6a,0,Thpregen%_40,30,,,,,,,3949,weapon_sword_ancient_angel_new,SD_002_001,,,,,358,2,,,120,180,Thpmax_300,2,25,40
7,虎刺盾,hucidun,27,1525,972,6,,N,30,120,,,,,50,60,8,14,1,6,Unique27_7a,0,,,,,,,,,3950,weapon_sword_ancient_angel_new,SD_003_001,,,,,359,3,,,106,151,Tstr_80,1,30,10
8,玄武盾,xuanwudun,27,1527,1264,15,,N,33,71,,104,,,73,103,10,18,0,6,Unique27_8a,0,,,,,,,,,3951,weapon_sword_ancient_angel_new,SD_004_001,,,,,360,5,,,76,103,Umap5_40,1,25,40
8,朱雀盾,zhuquedun,27,1538,1369,10,,N,36,80,,65,,,64,78,11,15,1,6,Unique27_8b,0,Tmpregen%_40,50,,,,,,,3952,weapon_sword_ancient_angel_new,SD_004_001,,,,,361,4,,,144,216,Twis_80,2,30,60
9,白虎盾,baihudun,27,1537,1729,13,,N,39,185,,,,,70,88,12,16,0,6,Unique27_9a,0,,,,,,,,,3953,weapon_sword_ancient_angel_new,SD_004_001,,,,,362,1,,,126,180,Uap_30,1,20,0
9,青龙盾,qinglongdun,27,1526,1853,12,,N,42,148,,172,,,90,125,14,20,0,7,Unique27_9b,0,,,,,,,,,3954,weapon_sword_ancient_angel_new,SD_004_001,,,,,363,2,,,63,151,Tdp%_30,1,20,0
1,木盾,mudun1,27,1519,72,3,,Y,1,,,,,,6,8,8,10,0,0,Unique27_1a,0,,,,,,,,,3944,weapon_sword_ancient_angel_new,SD_002_001,,,,,353,,,,,,,1,0,0
2,虎头木盾,hutoumudun1,27,1520,164,5,,Y,1,,,,,,12,20,8,12,0,0,Unique27_2a,0,,,,,,,,,3945,weapon_sword_ancient_angel_new,SD_003_001,,,,,354,,,,,,,1,0,0
4,皮盾,pidun1,27,1522,410,7,,Y,1,,,,,,17,32,10,18,0,0,Unique27_4a,0,,,,,,,,,3947,weapon_sword_ancient_angel_new,SD_002_001,,,,,356,,,,,,,2,0,0
9,鬼谷盾,guigudun,27,1539,180,4,,Y,15,60,,,,,25,25,10,10,0,0,Unique27_guigu,100,,,,,,,,,3955,weapon_sword_ancient_angel_new,SD_004_001,,,,,364,3,,,30,30,Uap%_30u,1,100,0
1,盾牌,27_1,27,2075,10,2,,Y,1,30,,30,,,6,8,8,12,0,2,,,,,,,,,,,3944,weapon_sword_ancient_angel_new,SD_003_001,,,,,352,1,,,15,21,,1,0,100
2,盾牌,27_2,27,2075,20,3,,Y,5,45,,45,,,12,16,8,12,0,2,,,,,,,,,,,3945,weapon_sword_ancient_angel_new,SD_003_001,,,,,352,1,,,27,37,,1,0,100
3,盾牌,27_3,27,2075,30,4,,Y,9,60,,60,,,18,24,8,12,0,2,,,,,,,,,,,3946,weapon_sword_ancient_angel_new,SD_003_001,,,,,352,1,,,39,53,,1,0,100
4,盾牌,27_4,27,2075,40,5,,Y,13,75,,75,,,24,32,8,12,0,2,,,,,,,,,,,3947,weapon_sword_ancient_angel_new,SD_002_001,,,,,352,1,,,51,69,,1,0,100
5,盾牌,27_5,27,2075,50,6,,Y,17,90,,90,,,30,40,8,12,0,2,,,,,,,,,,,3948,weapon_sword_ancient_angel_new,SD_002_001,,,,,352,1,,,63,85,,1,0,100
6,盾牌,27_6,27,2075,60,7,,Y,21,105,,105,,,36,48,8,12,0,2,,,,,,,,,,,3949,weapon_sword_ancient_angel_new,SD_002_001,,,,,352,1,,,75,101,,1,0,100
7,盾牌,27_7,27,2075,70,8,,Y,25,120,,120,,,42,56,8,12,0,2,,,,,,,,,,,3950,weapon_sword_ancient_angel_new,SD_004_001,,,,,352,1,,,87,117,,1,0,100
8,盾牌,27_8,27,2075,80,9,,Y,29,135,,135,,,48,64,8,12,0,2,,,,,,,,,,,3951,weapon_sword_ancient_angel_new,SD_004_001,,,,,352,1,,,99,133,,1,0,100
9,盾牌,27_9,27,2075,90,10,,Y,33,150,,150,,,54,72,8,12,0,2,,,,,,,,,,,3953,weapon_sword_ancient_angel_new,SD_004_001,,,,,352,1,,,111,149,,1,0,100
1,草鞋,caoxie,28,1600,15,1,,N,1,,,,,,2,3,6,9,1,4,Unique28_1a,0,Tmpmax_200,20,,,,,,,3960,weapon_sword_ancient_angel_new,LF_009*RF_009,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,366,2,,,15,23,,,10,0
2,布靴,buxue,28,1631,50,2,,N,4,16,,,,,5,8,5,8,0,5,Unique28_2a,0,Thpmax_200,20,,,,,,,3961,weapon_sword_ancient_angel_new,LF_002*RF_002,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,367,5,,,30,45,,,10,0
3,皮靴,pixue,28,1632,127,3,,N,9,24,,,,,10,14,5,10,1,4,Unique28_3a,0,Tdex_60,10,,,,,,,3962,weapon_sword_ancient_angel_new,LF_001*RF_001,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,368,4,,,50,75,,,10,0
4,小牛皮靴,xiaoniupixue,28,1633,221,4,,N,12,32,,30,,,12,19,6,8,1,4,Unique28_4a,0,Thr_250,30,,,,,,,3963,weapon_sword_ancient_angel_new,LF_001*RF_001,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,369,3,,,79,102,,,10,0
4,高筒铜靴,gaotongpixue,28,1635,294,7,,N,15,70,,60,,,19,30,9,12,0,5,Unique28_4b,0,Tcon_60,10,,,,,,,3964,weapon_sword_ancient_angel_new,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,370,1,,,53,68,,,10,0
5,鹿皮靴,lupixue,28,1634,315,4,,N,18,40,,,,,15,24,7,11,0,5,Unique28_5a,0,Thr%_20,30,,,,,,,3965,weapon_sword_ancient_angel_new,LF_002*RF_002,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,371,2,,,105,139,,,10,0
5,虎头靴,hutouxue,28,1637,378,8,,N,22,100,,80,,,24,34,10,15,1,5,Unique28_5b,0,Tcon_60,20,,,,,,,3966,weapon_sword_ancient_angel_new,LF_003*RF_003,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,372,4,,,50,81,,,10,0
6,快靴,kuaixue,28,1636,431,5,,N,28,45,,,,,20,32,7,11,1,5,Unique28_6a,0,Tdex_60,20,,,,,,,3967,weapon_sword_ancient_angel_new,LF_001*RF_001,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,373,5,,,113,158,,,10,0
7,龙头靴,longtouxue,28,1638,619,10,,N,32,142,,110,,,40,50,10,14,0,5,Unique28_7a,0,Tstr_60,10,,,,,,,3968,weapon_sword_ancient_angel_new,LF_002*RF_002,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,374,3,,,75,108,,,10,0
8,踏云靴,tayunxue,28,1639,680,5,,N,34,50,,,,,19,27,8,11,0,5,Unique28_8a,0,Tmovespeed_30,10,,,,,,,3969,weapon_sword_ancient_angel_new,LF_003*RF_003,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,375,2,,,45,76,,,10,0
8,刺靴,cixue,28,1642,737,12,,N,38,171,,124,,,30,41,6,10,1,6,Unique28_8b,0,Tstr_60,20,,,,,,,3970,weapon_sword_ancient_angel_new,LF_001*RF_001,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,376,4,,,66,120,,,10,0
9,疾电,jidian,28,1640,998,9,,N,41,154,,163,,,40,57,8,12,0,6,Unique28_9a,0,Tdp_200,15,,,,,,,3971,weapon_sword_ancient_angel_new,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,377,1,,,137,204,,,10,0
9,那父蹄之靴,nafutizhixue,28,1641,800,5,,Y,35,45,,,,,24,24,10,10,0,0,Unique28_nafuti,100,,,,,,,,,3972,weapon_sword_ancient_angel_new,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,378,3,,,50,50,,,100,0
1,靴子,28_1,28,2075,10,1,,Y,1,16,,15,,,4,6,6,10,0,2,,,,,,,,,,,3960,weapon_sword_ancient_angel_new,LF_009*RF_009,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,365,1,,,12,16,,,0,100
2,靴子,28_2,28,2075,20,1,,Y,5,22,,20,,,6,9,6,10,0,2,,,,,,,,,,,3961,weapon_sword_ancient_angel_new,LF_002*RF_002,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,365,1,,,16,22,,,0,100
3,靴子,28_3,28,2075,30,2,,Y,9,28,,25,,,8,12,6,10,0,2,,,,,,,,,,,3962,weapon_sword_ancient_angel_new,LF_001*RF_001,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,365,1,,,20,28,,,0,100
4,靴子,28_4,28,2075,40,2,,Y,13,34,,30,,,10,15,6,10,0,2,,,,,,,,,,,3963,weapon_sword_ancient_angel_new,LF_001*RF_001,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,365,1,,,24,34,,,0,100
5,靴子,28_5,28,2075,50,3,,Y,17,40,,35,,,12,18,6,10,0,2,,,,,,,,,,,3965,weapon_sword_ancient_angel_new,LF_003*RF_003,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,365,1,,,28,40,,,0,100
6,靴子,28_6,28,2075,60,3,,Y,21,46,,40,,,14,21,6,10,0,2,,,,,,,,,,,3967,weapon_sword_ancient_angel_new,LF_001*RF_001,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,LF_003*RF_003,365,1,,,32,46,,,0,100
7,靴子,28_7,28,2075,70,4,,Y,25,52,,45,,,16,24,6,10,0,2,,,,,,,,,,,3968,weapon_sword_ancient_angel_new,LF_002*RF_002,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,LF_001*RF_001,365,1,,,36,52,,,0,100
8,靴子,28_8,28,2075,80,4,,Y,29,58,,50,,,18,27,6,10,0,2,,,,,,,,,,,3969,weapon_sword_ancient_angel_new,LF_003*RF_003,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,365,1,,,40,58,,,0,100
9,靴子,28_9,28,2075,90,5,,Y,33,64,,55,,,20,30,6,10,0,2,,,,,,,,,,,3971,weapon_sword_ancient_angel_new,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,LF_002*RF_002,365,1,,,44,64,,,0,100
1,鱼骨项链,yuguxianglian,29,1623,40,1,,N,1,,,,,,,,,,0,5,Unique29_1a,0,Trange_1,10,Tsight_3,90,,,,,3980,weapon_sword_ancient_angel_new,,,,,,380,3,,,18,32,,,20,0
2,兽骨项链,shouguxianglian,29,1625,108,1,,N,5,,,,,,,,,,0,5,Unique29_2a,0,Thpsteal_7,90,Tmpsteal_5,10,,,,,3981,weapon_sword_ancient_angel_new,,,,,,381,5,,,38,60,,,20,0
3,图腾项链,tutengxianglian,29,1626,218,1,,N,9,,,,,,,,,,0,5,Unique29_3a,0,Uap%_15,25,Tdp%_15,75,,,,,3982,weapon_sword_ancient_angel_new,,,,,,382,4,,,40,76,,,25,0
4,护佑颈绳,huyoujingshen,29,1627,378,1,,N,14,,,,,,,,,,0,6,Unique29_4a,0,Tapreduce_10,50,Tmapreduce_10,50,,,,,3983,weapon_sword_ancient_angel_new,,,,,,383,2,,,70,110,,,25,0
5,黄金项链,huangjinxianglian,29,1629,1080,1,,N,19,,,,,,,,,,0,6,Unique29_5a,0,Tstr_40,25,Tcon_40,25,Tdex_40,25,Twis_40,25,3984,weapon_sword_ancient_angel_new,,,,,,384,1,,,81,126,,,20,0
6,晶境,jingjing,29,1645,806,1,,N,23,,,,,,,,,,0,6,Unique29_6a,0,Tcon_60,10,Tcon_40,40,Thpmax_150,50,,,3985,weapon_sword_ancient_angel_new,,,,,,385,3,,,132,193,,,25,0
6,珍珠项链,zhenzhuxianglian,29,1624,1210,1,,N,26,,,,,,,,,,0,6,Unique29_6b,0,Tcharm_30,50,Tsavvy_30,50,,,,,3986,weapon_sword_ancient_angel_new,,,,,,386,5,,,76,141,,,25,0
7,香凝,xiangning,29,1646,816,1,,N,30,,,,,,,,,,0,7,Unique29_7a,0,Thpregen%_40,50,Tmpregen%_40,50,,,,,3987,weapon_sword_ancient_angel_new,,,,,,387,2,,,126,177,,,30,0
8,悲怨链环,beiyuanlianhuan,29,1647,1166,1,,N,35,,,,,,,,,,0,7,Unique29_8a,0,Twis_60,10,Twis_40,40,Tmpmax_150,50,,,3988,weapon_sword_ancient_angel_new,,,,,,388,4,,,170,226,,,35,0
9,桑晶坠,sangjingzhui1,29,1659,1482,1,,N,40,,,,,,,,,,0,7,Unique29_9a,0,Tpoisonimmune_70,100,,,,,,,3989,weapon_sword_ancient_angel_new,,,,,,389,1,,,145,189,,,100,0
9,桑晶坠,sangjingzhui2,29,1659,1482,1,,N,40,,,,,,,,,,0,7,Unique29_9a,0,Tstoneimmune_70,100,,,,,,,3989,weapon_sword_ancient_angel_new,,,,,,389,2,,,145,189,,,100,0
9,桑晶坠,sangjingzhui3,29,1659,1482,1,,N,40,,,,,,,,,,0,7,Unique29_9a,0,Tblindimmune_70,100,,,,,,,3989,weapon_sword_ancient_angel_new,,,,,,389,3,,,145,189,,,100,0
9,桑晶坠,sangjingzhui4,29,1659,1482,1,,N,40,,,,,,,,,,0,7,Unique29_9a,0,Tstunimmune_70,100,,,,,,,3989,weapon_sword_ancient_angel_new,,,,,,389,4,,,145,189,,,100,0
9,桑晶坠,sangjingzhui5,29,1659,1482,1,,N,40,,,,,,,,,,0,7,Unique29_9a,0,Tfreezeimmune_70,100,,,,,,,3989,weapon_sword_ancient_angel_new,,,,,,389,5,,,145,189,,,100,0
9,桑晶坠,sangjingzhui6,29,1659,1482,1,,N,40,,,,,,,,,,0,7,Unique29_9a,0,Tspecialimmune_70,100,,,,,,,3989,weapon_sword_ancient_angel_new,,,,,,389,,,,,,,,0,0
9,SR%测试,test29_1,29,1623,100,0,,Y,1,,,,,,,,,,0,0,Ttestsr%,100,,,,,,,,,3589,weapon_sword_ancient_angel_new,,,,,,379,5,,,200,200,,,100,0
9,毕方之羽项链,bifangzhiyuxianglian,29,1648,3300,1,,Y,42,,,,,,,,,,4,4,Unique29_bifang,100,,,,,,,,,4065,weapon_sword_ancient_angel_new,,,,,,390,4,,,110,110,,,100,0
1,项链,29_1,29,2075,10,1,,Y,1,,,,,,,,,,1,2,,,Tstr_60,25,Tcon_60,25,Tdex_60,25,Twis_60,25,3980,weapon_sword_ancient_angel_new,,,,,,379,1,,,14,28,,,0,100
2,项链,29_2,29,2075,20,1,,Y,5,,,,,,,,,,1,2,,,Tstr_60,25,Tcon_60,25,Tdex_60,25,Twis_60,25,3981,weapon_sword_ancient_angel_new,,,,,,379,1,,,21,42,,,0,100
3,项链,29_3,29,2075,30,1,,Y,9,,,,,,,,,,1,2,,,Tstr_60,25,Tcon_60,25,Tdex_60,25,Twis_60,25,3982,weapon_sword_ancient_angel_new,,,,,,379,1,,,28,56,,,0,100
4,项链,29_4,29,2075,40,1,,Y,13,,,,,,,,,,1,2,,,Tstr_60,25,Tcon_60,25,Tdex_60,25,Twis_60,25,3983,weapon_sword_ancient_angel_new,,,,,,379,1,,,35,70,,,0,100
5,项链,29_5,29,2075,50,1,,Y,17,,,,,,,,,,1,2,,,Tstr_60,25,Tcon_60,25,Tdex_60,25,Twis_60,25,3984,weapon_sword_ancient_angel_new,,,,,,379,1,,,42,84,,,0,100
6,项链,29_6,29,2075,60,1,,Y,21,,,,,,,,,,1,2,,,Tstr_60,25,Tcon_60,25,Tdex_60,25,Twis_60,25,3985,weapon_sword_ancient_angel_new,,,,,,379,1,,,49,98,,,0,100
7,项链,29_7,29,2075,70,1,,Y,25,,,,,,,,,,1,2,,,Tstr_60,25,Tcon_60,25,Tdex_60,25,Twis_60,25,3987,weapon_sword_ancient_angel_new,,,,,,379,1,,,56,112,,,0,100
8,项链,29_8,29,2075,80,1,,Y,29,,,,,,,,,,1,2,,,Tstr_60,25,Tcon_60,25,Tdex_60,25,Twis_60,25,3988,weapon_sword_ancient_angel_new,,,,,,379,1,,,63,126,,,0,100
9,项链,29_9,29,2075,90,1,,Y,33,,,,,,,,,,1,2,,,Tstr_60,25,Tcon_60,25,Tdex_60,25,Twis_60,25,3989,weapon_sword_ancient_angel_new,,,,,,379,1,,,70,140,,,0,100
1,低级铜矿石,dijitongkuangshi,2,405,92,1,0,,1,,,,0,0,,,,,0,3,,,Tsr_300,15,,,,,,,3538,weapon_sword_ancient_angel_new,,,,,,43,4,0,0,,,,,0,20
2,低级铁矿石,dijitiekuangshi,2,406,151,1,10,,5,,,,1,3,,,,,0,3,,,Uap_30,15,,,,,,,3539,weapon_sword_ancient_angel_new,,,,,,44,5,0,0,,,,,0,20
3,低级银矿石,dijiyinkuangshi,2,407,218,1,20,,9,,,,0,0,,,,,0,3,,,Tdex_40,20,,,,,,,3540,weapon_sword_ancient_angel_new,,,,,,45,3,2,3,,,,,0,40
4,低级金矿石,dijijinkuangshi,2,408,294,1,-10,,13,,,,7,16,,,,,0,3,,,Tknockout_40,20,,,,,,,3541,weapon_sword_ancient_angel_new,,,,,,46,1,0,0,,,,,0,20
5,高级铜矿石,gaojitongkuangshi,2,400,378,2,0,,17,,,,6,12,,,,,0,3,,,Tcon_40,25,,,,,,,3542,weapon_sword_ancient_angel_new,,,,,,47,4,3,7,,,,,0,40
6,高级铁矿石,gaojitiekuangshi,2,401,470,2,10,,21,,,,6,10,,,,,0,3,,,Tstr_40,25,,,,,,,3543,weapon_sword_ancient_angel_new,,,,,,48,5,3,5,,,,,0,40
7,高级银矿石,gaojiyinkuangshi,2,402,571,2,20,,25,,,,2,4,,,,,0,3,,,Twis_40,30,,,,,,,3544,weapon_sword_ancient_angel_new,,,,,,49,3,7,12,,,,,0,80
